"X","B","Y","U2"
15,10.5,16.25,2
4,5,11.5,2
13,17.5,20.75,10
28,30,25,15
16,21,18.5,12
10,14,18,8
20,14,18,3
14,14,15,6
22,17,10.5,5
8,12,8,7
12,20,24,13
11,8.5,15.25,2
18,21,21.5,11
16,11,16.5,2
21,14.5,16.25,3
19,17.5,15.75,7
18,24,19,14
22,20,12,8
14,11,20.5,3
21,25.5,23.75,14
19,24.5,18.25,14
5,7.5,12.75,4
28,30,30,15
14,17,17.5,9
18,16,9,6
17,13.5,18.75,4
24,19,20.5,6
10,18,10,12
22,26,16,14
22,19,13.5,7
16,23,25.5,14
15,19.5,22.75,11
11,14.5,11.25,8
23,18.5,19.25,6
20,14,11,3
5,5.5,4.75,2
26,22,25,8
15,13.5,11.75,5
25,15.5,21.75,2
24,16,15,3
2,6,18,4
12,22,24,15
15,21.5,15.75,13
7,10.5,10.25,6
12,17,12.5,10
16,17,9.5,8
22,15,10.5,3
18,12,11,2
11,15.5,12.75,9
15,23.5,22.75,15
17,13.5,18.75,4
17,15.5,19.75,6
8,20,12,15
14,11,11.5,3
16,13,21.5,4
14,13,16.5,5
17,13.5,20.75,4
14,18,10,10
25,25.5,18.75,12
12,17,22.5,10
9,13.5,8.75,8
4,16,20,13
16,10,13,1
20,18,15,7
25,16.5,22.25,3
15,17.5,10.75,9
23,17.5,13.75,5
15,16.5,12.25,8
17,11.5,14.75,2
14,9,17.5,1
7,16.5,14.25,12
3,4.5,15.25,2
22,20,23,8
25,26.5,26.25,13
26,15,15.5,1
14,11,16.5,3
16,21,17.5,12
15,12.5,19.25,4
26,19,22.5,5
17,13.5,12.75,4
19,21.5,11.75,11
22,16,16,4
17,23.5,25.75,14
16,17,23.5,8
10,15,17.5,9
20,25,26.5,14
12,20,11,13
12,16,14,9
16,18,23,9
3,13.5,10.75,11
22,25,13.5,13
19,16.5,20.25,6
10,9,5.5,3
12,12,12,5
10,9,9.5,3
12,14,20,7
16,20,12,11
16,21,13.5,12
17,13.5,16.75,4
11,9.5,18.75,3
12,21,18.5,14
4,7,13.5,4
4,4,6,1
18,23,17.5,13
8,16,20,11
23,16.5,21.25,4
14,14,19,6
19,17.5,23.75,7
17,13.5,21.75,4
29,21.5,15.75,6
20,21,23.5,10
5,7.5,10.75,4
24,17,10.5,4
9,20.5,12.25,15
9,17.5,19.75,12
13,17.5,18.75,10
14,20,19,12
24,27,14.5,14
15,11.5,20.75,3
4,13,18.5,10
16,19,16.5,10
8,20,19,15
10,9,14.5,3
30,20,20,4
15,21.5,22.75,13
28,26,19,11
26,26,23,12
17,23.5,25.75,14
20,21,15.5,10
10,7,8.5,1
26,19,15.5,5
14,15,15.5,7
13,12.5,15.25,5
28,16,15,1
15,12.5,15.25,4
14,14,16,6
17,24.5,27.25,15
17,21.5,20.75,12
22,25,26.5,13
6,5,7.5,1
11,20.5,25.25,14
14,23,21.5,15
11,14.5,19.25,8
17,13.5,15.75,4
16,10,11,1
10,14,21,8
17,16.5,18.25,7
17,19.5,18.75,10
8,19,24.5,14
6,11,15.5,7
9,6.5,15.25,1
13,18.5,23.25,11
12,17,23.5,10
18,13,10.5,3
15,20.5,13.25,12
26,20,25,6
11,20.5,11.25,14
19,15.5,21.75,5
4,4,17,1
7,5.5,15.75,1
16,23,26.5,14
8,19,16.5,14
25,22.5,22.25,9
28,30,16,15
14,9,7.5,1
16,19,24.5,10
15,15.5,8.75,7
10,7,9.5,1
9,17.5,14.75,12
7,19.5,19.75,15
5,5.5,10.75,2
22,22,25,10
7,9.5,12.75,5
15,16.5,22.25,8
13,20.5,19.25,13
15,23.5,22.75,15
12,18,18,11
18,12,19,2
15,23.5,14.75,15
6,16,10,12
9,8.5,18.25,3
13,18.5,23.25,11
17,15.5,21.75,6
11,20.5,11.25,14
6,17,10.5,13
15,19.5,21.75,11
19,18.5,14.25,8
16,21,16.5,12
15,14.5,17.25,6
9,20.5,21.25,15
11,11.5,17.75,5
20,24,19,13
10,15,20.5,9
9,16.5,16.25,11
18,15,14.5,5
14,9,14.5,1
15,20.5,15.25,12
11,11.5,11.75,5
21,13.5,20.75,2
10,16,21,10
7,12.5,19.25,8
20,23,19.5,12
29,29.5,21.75,14
28,17,21.5,2
13,8.5,9.25,1
23,15.5,17.75,3
12,18,19,11
23,27.5,23.75,15
20,26,18,15
12,14,15,7
15,14.5,20.25,6
15,19.5,22.75,11
13,9.5,6.75,2
19,13.5,8.75,3
14,14,15,6
22,26,15,14
27,20.5,22.25,6
15,12.5,15.25,4
23,25.5,26.75,13
16,20,22,11
11,7.5,7.75,1
16,23,22.5,14
24,27,26.5,14
15,12.5,14.25,4
15,18.5,15.25,10
13,8.5,7.25,1
6,15,22.5,11
9,14.5,13.25,9
24,18,11,5
16,11,6.5,2
24,22,13,9
13,21.5,21.75,14
20,17,10.5,6
21,24.5,19.25,13
13,11.5,8.75,4
27,23.5,20.75,9
18,19,11.5,9
22,13,16.5,1
14,13,19.5,5
27,24.5,23.25,10
21,19.5,18.75,8
12,15,13.5,8
26,22,26,8
16,22,22,13
22,25,24.5,13
23,23.5,24.75,11
23,24.5,21.25,12
10,15,21.5,9
19,19.5,12.75,9
20,22,23,11
23,13.5,12.75,1
18,21,15.5,11
11,13.5,13.75,7
27,21.5,23.75,7
4,7,5.5,4
14,13,10.5,5
14,23,13.5,15
19,14.5,20.25,4
20,21,15.5,10
15,16.5,20.25,8
20,21,17.5,10
15,12.5,16.25,4
23,27.5,15.75,15
17,13.5,20.75,4
20,20,16,9
18,24,16,14
20,19,21.5,8
7,11.5,12.75,7
23,17.5,23.75,5
16,23,12.5,14
18,17,23.5,7
22,23,23.5,11
22,18,16,6
11,18.5,18.25,12
16,20,16,11
19,13.5,7.75,3
15,17.5,23.75,9
19,24.5,20.25,14
7,10.5,10.25,6
3,6.5,11.25,4
14,18,18,10
16,24,24,15
25,15.5,21.75,2
25,15.5,19.75,2
15,21.5,18.75,13
15,20.5,20.25,12
19,20.5,18.25,10
21,19.5,22.75,8
11,12.5,18.25,6
7,19.5,21.75,15
19,22.5,23.25,12
19,25.5,23.75,15
24,15,15.5,2
24,26,25,13
23,20.5,21.25,8
18,15,11.5,5
19,17.5,9.75,7
10,10,11,4
24,15,8.5,2
15,17.5,23.75,9
14,20,11,12
18,23,19.5,13
13,12.5,16.25,5
15,17.5,22.75,9
27,15.5,22.75,1
13,18.5,21.25,11
12,15,17.5,8
19,15.5,15.75,5
9,8.5,18.25,3
23,19.5,17.75,7
21,19.5,17.75,8
10,10,16,4
24,16,15,3
19,12.5,9.25,2
11,18.5,16.25,12
9,17.5,19.75,12
13,14.5,10.25,7
12,10,12,3
19,16.5,9.25,6
11,11.5,14.75,5
20,19,21.5,8
7,11.5,7.75,7
13,18.5,18.25,11
6,19,10.5,15
20,23,20.5,12
19,15.5,15.75,5
17,13.5,10.75,4
17,24.5,18.25,15
27,23.5,20.75,9
22,14,11,2
27,19.5,13.75,5
14,17,10.5,9
7,9.5,6.75,5
17,22.5,19.25,13
12,18,10,11
27,19.5,22.75,5
14,14,13,6
7,7.5,4.75,3
4,5,7.5,2
18,22,22,12
20,14,16,3
24,16,11,3
23,14.5,16.25,2
8,12,20,7
16,11,9.5,2
27,19.5,23.75,5
10,15,22.5,9
15,21.5,24.75,13
29,16.5,17.25,1
17,16.5,16.25,7
14,17,16.5,9
9,14.5,22.25,9
14,12,12,4
21,20.5,13.25,9
16,16,19,7
27,17.5,23.75,3
14,20,25,12
24,18,23,5
15,11.5,6.75,3
19,21.5,18.75,11
22,26,14,14
13,21.5,23.75,14
6,19,16.5,15
12,20,14,13
8,6,11,1
12,9,5.5,2
23,20.5,20.25,8
21,26.5,26.25,15
22,14,22,2
28,25,16.5,10
17,20.5,17.25,11
20,17,11.5,6
23,15.5,22.75,3
15,10.5,16.25,2
9,12.5,11.25,7
12,14,12,7
9,9.5,8.75,4
11,14.5,16.25,8
22,23,24.5,11
8,17,17.5,12
24,23,20.5,10
4,5,3.5,2
8,11,19.5,6
19,13.5,21.75,3
12,14,22,7
26,16,20,2
10,10,6,4
27,21.5,11.75,7
19,21.5,23.75,11
11,19.5,24.75,13
22,24,25,12
12,11,12.5,4
7,10.5,11.25,6
16,14,15,5
23,16.5,22.25,4
5,16.5,17.25,13
13,10.5,13.25,3
24,25,13.5,12
19,25.5,25.75,15
24,18,11,5
5,5.5,5.75,2
20,17,21.5,6
8,8,7,3
20,26,25,15
15,21.5,15.75,13
18,20,14,10
17,21.5,17.75,12
4,14,17,11
28,19,24.5,4
20,23,24.5,12
8,11,10.5,6
20,26,14,15
15,11.5,7.75,3
13,16.5,17.25,9
22,15,12.5,3
18,25,20.5,15
17,21.5,11.75,12
10,8,11,2
21,20.5,11.25,9
15,12.5,11.25,4
22,14,15,2
4,16,11,13
18,12,15,2
6,18,10,14
16,24,26,15
15,19.5,23.75,11
21,23.5,12.75,12
27,29.5,21.75,15
11,21.5,24.75,15
27,21.5,19.75,7
18,11,19.5,1
21,26.5,21.25,15
14,12,8,4
10,18,16,12
23,19.5,24.75,7
17,14.5,10.25,5
17,13.5,9.75,4
12,22,14,15
15,19.5,14.75,11
11,7.5,7.75,1
17,12.5,9.25,3
9,15.5,15.75,10
14,19,13.5,11
17,10.5,12.25,1
23,25.5,16.75,13
27,17.5,18.75,3
13,11.5,12.75,4
8,13,14.5,8
10,15,13.5,9
10,18,16,12
16,20,11,11
25,25.5,26.75,12
7,18.5,16.25,14
15,11.5,10.75,3
23,19.5,12.75,7
8,18,18,13
9,19.5,20.75,14
5,5.5,4.75,2
19,24.5,13.25,14
24,21,16.5,8
17,16.5,14.25,7
12,19,10.5,12
8,19,20.5,14
8,7,13.5,2
16,11,6.5,2
12,10,6,3
28,25,18.5,10
13,15.5,21.75,8
10,7,7.5,1
20,26,14,15
14,22,22,14
23,13.5,19.75,1
9,7.5,4.75,2
20,26,14,15
21,19.5,21.75,8
6,5,15.5,1
18,16,23,6
11,7.5,6.75,1
10,10,20,4
12,12,15,5
12,14,21,7
18,19,23.5,9
23,20.5,24.25,8
21,15.5,17.75,4
17,22.5,24.25,13
10,19,24.5,13
23,23.5,12.75,11
15,17.5,10.75,9
18,19,13.5,9
10,17,20.5,11
15,12.5,18.25,4
13,19.5,24.75,12
28,29,23.5,14
6,8,18,4
13,15.5,10.75,8
13,11.5,19.75,4
14,19,16.5,11
10,12,15,6
25,15.5,11.75,2
24,14,9,1
15,13.5,14.75,5
13,20.5,12.25,13
26,19,23.5,5
22,14,19,2
11,11.5,20.75,5
11,15.5,9.75,9
15,23.5,24.75,15
9,10.5,19.25,5
17,15.5,16.75,6
22,26,16,14
13,15.5,18.75,8
21,21.5,12.75,10
13,17.5,13.75,10
9,13.5,21.75,8
26,16,22,2
21,14.5,14.25,3
11,18.5,12.25,12
9,9.5,5.75,4
13,13.5,11.75,6
17,20.5,15.25,11
21,18.5,16.25,7
12,10,16,3
7,17.5,15.75,13
19,13.5,8.75,3
7,12.5,14.25,8
19,18.5,12.25,8
22,25,22.5,13
15,9.5,12.75,1
16,16,9,7
21,12.5,15.25,1
21,15.5,14.75,4
22,27,27.5,15
25,21.5,13.75,8
3,15.5,17.75,13
16,15,12.5,6
29,27.5,25.75,12
15,9.5,14.75,1
21,17.5,14.75,6
22,20,20,8
8,12,21,7
11,9.5,17.75,3
22,26,15,14
19,20.5,15.25,10
21,17.5,17.75,6
24,28,20,15
14,10,17,2
3,3.5,5.75,1
12,9,13.5,2
13,14.5,14.25,7
7,9.5,7.75,5
26,21,13.5,7
17,15.5,10.75,6
20,20,16,9
13,21.5,12.75,14
12,10,8,3
13,17.5,19.75,10
12,11,12.5,4
6,15,21.5,11
15,20.5,12.25,12
11,15.5,15.75,9
19,16.5,19.25,6
12,16,18,9
8,11,9.5,6
18,18,14,8
16,13,18.5,4
20,13,9.5,2
17,18.5,14.25,9
9,7.5,17.75,2
14,18,10,10
15,16.5,13.25,8
17,18.5,23.25,9
19,15.5,11.75,5
5,10.5,11.25,7
17,15.5,12.75,6
16,22,13,13
24,19,24.5,6
27,16.5,20.25,2
22,23,16.5,11
14,23,20.5,15
11,16.5,12.25,10
9,13.5,7.75,8
24,25,15.5,12
16,19,13.5,10
16,24,17,15
21,16.5,9.25,5
13,9.5,16.75,2
9,19.5,11.75,14
16,21,17.5,12
25,23.5,15.75,10
20,17,18.5,6
6,6,9,2
13,13.5,21.75,6
10,21,24.5,15
9,20.5,22.25,15
17,15.5,12.75,6
26,24,14,10
26,28,24,14
16,10,19,1
23,25.5,14.75,13
21,24.5,27.25,13
14,16,14,8
18,11,7.5,1
21,14.5,11.25,3
15,13.5,14.75,5
7,8.5,18.25,4
27,23.5,16.75,9
10,7,13.5,1
9,15.5,21.75,10
24,27,27.5,14
25,16.5,12.25,3
19,20.5,12.25,10
18,19,13.5,9
19,13.5,15.75,3
19,17.5,10.75,7
27,22.5,12.25,8
23,23.5,16.75,11
12,10,15,3
16,13,21.5,4
24,17,13.5,4
12,18,11,11
17,12.5,14.25,3
29,21.5,18.75,6
23,25.5,21.75,13
6,14,20,10
18,14,13,4
21,12.5,19.25,1
16,15,22.5,6
15,9.5,11.75,1
16,22,24,13
27,28.5,15.25,14
13,11.5,13.75,4
13,14.5,17.25,7
8,20,16,15
21,19.5,17.75,8
8,7,15.5,2
16,18,14,9
21,24.5,16.25,13
9,12.5,8.25,7
10,11,11.5,5
22,20,14,8
22,23,23.5,11
16,19,13.5,10
21,17.5,18.75,6
11,8.5,19.25,2
11,17.5,14.75,11
19,15.5,15.75,5
20,12,18,1
9,16.5,23.25,11
16,10,14,1
15,21.5,19.75,13
14,9,9.5,1
16,16,9,7
15,15.5,11.75,7
19,19.5,14.75,9
29,16.5,21.25,1
14,22,18,14
21,18.5,13.25,7
22,15,11.5,3
17,23.5,20.75,14
10,16,11,10
25,24.5,27.25,11
4,7,10.5,4
17,23.5,20.75,14
13,22.5,12.25,15
28,30,22,15
6,18,18,14
17,11.5,15.75,2
20,18,10,7
16,11,17.5,2
27,23.5,21.75,9
24,16,21,3
18,13,18.5,3
7,9.5,7.75,5
11,16.5,18.25,10
7,18.5,18.25,14
15,14.5,9.25,6
18,14,12,4
19,17.5,13.75,7
3,14.5,10.25,12
15,21.5,19.75,13
15,13.5,12.75,5
17,18.5,13.25,9
18,25,17.5,15
10,13,7.5,7
14,10,12,2
26,24,17,10
21,16.5,16.25,5
18,15,19.5,5
14,12,10,4
22,16,9,4
11,17.5,19.75,11
4,10,12,7
14,16,12,8
14,21,21.5,13
18,20,19,10
17,22.5,17.25,13
11,14.5,14.25,8
14,23,13.5,15
4,15,9.5,12
14,9,8.5,1
28,24,27,9
13,18.5,23.25,11
26,20,17,6
18,14,16,4
15,20.5,11.25,12
11,7.5,8.75,1
12,22,26,15
14,11,8.5,3
13,21.5,22.75,14
17,21.5,11.75,12
16,21,24.5,12
25,25.5,24.75,12
7,17.5,20.75,13
23,27.5,22.75,15
16,22,12,13
19,24.5,14.25,14
22,25,26.5,13
13,11.5,13.75,4
18,16,13,6
28,23,23.5,8
18,12,16,2
20,25,15.5,14
15,12.5,8.25,4
10,19,18.5,13
25,17.5,16.75,4
23,20.5,11.25,8
16,14,18,5
15,15.5,9.75,7
15,19.5,18.75,11
14,12,15,4
20,13,13.5,2
16,23,16.5,14
4,5,6.5,2
14,10,11,2
15,9.5,6.75,1
27,17.5,12.75,3
18,11,11.5,1
5,16.5,22.25,13
19,15.5,18.75,5
20,23,24.5,12
22,21,16.5,9
17,21.5,23.75,12
14,10,12,2
8,16,11,11
16,13,20.5,4
17,20.5,14.25,11
26,17,22.5,3
20,20,23,9
14,11,20.5,3
19,22.5,15.25,12
30,21,15.5,5
17,23.5,18.75,14
17,10.5,18.25,1
23,18.5,17.25,6
23,13.5,9.75,1
22,24,14,12
17,11.5,6.75,2
10,10,8,4
6,17,13.5,13
17,23.5,12.75,14
21,19.5,20.75,8
12,13,15.5,6
27,16.5,15.25,2
16,11,15.5,2
12,19,20.5,12
17,15.5,11.75,6
23,16.5,16.25,4
15,20.5,22.25,12
23,17.5,17.75,5
25,18.5,18.25,5
15,22.5,16.25,14
23,16.5,11.25,4
6,10,20,6
13,8.5,19.25,1
25,17.5,10.75,4
27,20.5,20.25,6
15,23.5,16.75,15
25,19.5,22.75,6
19,23.5,15.75,13
12,8,13,1
16,12,14,3
13,10.5,13.25,3
16,18,13,9
17,22.5,12.25,13
19,15.5,20.75,5
20,26,16,15
19,18.5,10.25,8
18,22,21,12
25,18.5,16.25,5
13,14.5,17.25,7
18,11,9.5,1
7,14.5,21.25,10
22,18,14,6
6,12,8,8
26,26,25,12
5,9.5,17.75,6
25,23.5,12.75,10
23,14.5,12.25,2
18,16,20,6
26,19,14.5,5
13,10.5,15.25,3
14,22,24,14
14,19,12.5,11
19,16.5,14.25,6
29,24.5,22.25,9
15,16.5,20.25,8
10,13,15.5,7
18,16,23,6
15,9.5,19.75,1
18,13,9.5,3
10,11,19.5,5
5,9.5,19.75,6
18,22,16,12
16,10,17,1
15,11.5,9.75,3
17,11.5,8.75,2
16,24,27,15
23,18.5,21.25,6
22,18,12,6
19,18.5,13.25,8
16,20,25,11
20,17,20.5,6
7,17.5,23.75,13
13,11.5,12.75,4
19,17.5,14.75,7
15,11.5,19.75,3
22,14,18,2
21,15.5,12.75,4
20,18,20,7
15,14.5,18.25,6
9,7.5,10.75,2
18,11,16.5,1
25,21.5,22.75,8
11,16.5,9.25,10
6,6,5,2
13,8.5,14.25,1
20,26,20,15
23,13.5,18.75,1
20,13,10.5,2
19,22.5,15.25,12
26,23,23.5,9
13,20.5,21.25,13
17,14.5,9.25,5
6,10,20,6
16,20,24,11
14,19,18.5,11
20,19,23.5,8
26,20,24,6
6,19,16.5,15
17,24.5,26.25,15
6,14,15,10
15,20.5,15.25,12
25,28.5,21.25,15
8,13,19.5,8
12,12,13,5
17,24.5,16.25,15
25,16.5,23.25,3
13,16.5,12.25,9
17,16.5,15.25,7
16,18,12,9
12,9,15.5,2
16,10,12,1
19,23.5,25.75,13
20,12,9,1
19,12.5,12.25,2
16,10,14,1
21,23.5,14.75,12
9,14.5,20.25,9
29,19.5,22.75,4
21,18.5,16.25,7
8,16,23,11
10,19,12.5,13
2,16,22,14
14,15,16.5,7
17,22.5,23.25,13
16,20,23,11
9,10.5,19.25,5
22,13,17.5,1
14,15,15.5,7
13,18.5,23.25,11
19,18.5,12.25,8
14,15,14.5,7
24,15,17.5,2
14,20,11,12
28,27,26.5,12
23,21.5,19.75,9
26,28,22,14
21,21.5,13.75,10
7,7.5,4.75,3
16,17,21.5,8
22,15,18.5,3
24,15,17.5,2
17,16.5,19.25,7
16,14,15,5
7,9.5,5.75,5
23,23.5,14.75,11
7,7.5,8.75,3
24,19,10.5,6
17,16.5,14.25,7
14,19,23.5,11
5,15.5,17.75,12
14,21,15.5,13
15,10.5,15.25,2
2,7,11.5,5
3,3.5,11.75,1
6,18,17,14
17,10.5,18.25,1
16,16,10,7
7,17.5,11.75,13
15,11.5,9.75,3
18,16,23,6
8,15,22.5,10
17,17.5,21.75,8
21,26.5,20.25,15
13,21.5,13.75,14
12,13,11.5,6
24,14,22,1
11,17.5,18.75,11
17,22.5,12.25,13
13,8.5,6.25,1
13,8.5,12.25,1
29,19.5,17.75,4
20,16,20,5
24,14,15,1
29,22.5,13.25,7
26,24,17,10
16,12,11,3
20,26,16,15
22,20,22,8
19,13.5,19.75,3
10,11,14.5,5
18,12,17,2
2,4,15,2
14,14,21,6
19,20.5,12.25,10
18,20,24,10
29,16.5,13.25,1
10,13,8.5,7
20,23,20.5,12
8,18,17,13
26,20,12,6
11,11.5,11.75,5
15,16.5,17.25,8
17,24.5,13.25,15
15,17.5,22.75,9
30,31,30.5,15
21,19.5,20.75,8
17,23.5,16.75,14
27,28.5,15.25,14
20,17,9.5,6
14,16,15,8
15,15.5,16.75,7
21,13.5,14.75,2
14,15,13.5,7
19,21.5,13.75,11
26,29,24.5,15
13,11.5,6.75,4
26,15,12.5,1
21,16.5,15.25,5
15,17.5,19.75,9
16,14,9,5
11,20.5,18.25,14
17,16.5,15.25,7
16,20,23,11
12,15,18.5,8
4,10,14,7
28,19,18.5,4
9,16.5,15.25,11
26,29,23.5,15
23,14.5,14.25,2
21,16.5,19.25,5
22,21,23.5,9
13,9.5,15.75,2
12,10,13,3
10,10,9,4
20,26,25,15
21,14.5,20.25,3
10,9,11.5,3
23,25.5,16.75,13
30,31,25.5,15
22,13,13.5,1
12,11,19.5,4
15,21.5,22.75,13
25,22.5,26.25,9
18,17,23.5,7
11,20.5,23.25,14
14,15,15.5,7
19,16.5,11.25,6
16,24,16,15
17,19.5,20.75,10
15,15.5,11.75,7
15,21.5,18.75,13
11,7.5,12.75,1
14,17,20.5,9
15,21.5,17.75,13
19,22.5,14.25,12
8,14,19,9
8,16,17,11
20,24,16,13
22,14,9,2
11,18.5,21.25,12
15,11.5,14.75,3
20,26,15,15
23,16.5,19.25,4
3,5.5,7.75,3
18,13,16.5,3
16,15,9.5,6
25,26.5,25.25,13
20,21,15.5,10
11,20.5,19.25,14
8,15,8.5,10
23,24.5,16.25,12
17,17.5,10.75,8
17,15.5,12.75,6
25,24.5,14.25,11
22,22,16,10
18,14,10,4
11,15.5,10.75,9
8,8,16,3
18,15,13.5,5
27,28.5,21.25,14
22,19,12.5,7
19,23.5,14.75,13
17,16.5,17.25,7
12,11,9.5,4
22,25,21.5,13
18,23,20.5,13
20,23,13.5,12
16,17,17.5,8
17,10.5,17.25,1
27,17.5,21.75,3
25,14.5,16.25,1
20,18,15,7
21,13.5,13.75,2
16,10,19,1
27,20.5,14.25,6
10,8,13,2
30,24,25,8
15,19.5,18.75,11
15,17.5,19.75,9
21,19.5,17.75,8
21,17.5,12.75,6
14,20,19,12
18,25,22.5,15
20,26,22,15
26,28,26,14
20,20,20,9
14,20,13,12
15,20.5,25.25,12
11,19.5,10.75,13
19,13.5,15.75,3
22,20,20,8
16,23,13.5,14
14,19,14.5,11
12,17,13.5,10
21,19.5,23.75,8
20,20,15,9
19,20.5,24.25,10
8,20,18,15
16,14,16,5
9,10.5,18.25,5
16,17,10.5,8
24,14,19,1
9,9.5,6.75,4
18,23,23.5,13
19,20.5,17.25,10
16,19,19.5,10
18,17,19.5,7
21,26.5,17.25,15
19,24.5,16.25,14
19,11.5,16.75,1
15,15.5,15.75,7
24,28,15,15
13,22.5,18.25,15
20,19,20.5,8
8,17,20.5,12
17,16.5,12.25,7
12,22,13,15
14,17,11.5,9
28,30,27,15
19,16.5,11.25,6
8,15,21.5,10
18,15,20.5,5
21,12.5,8.25,1
18,19,15.5,9
14,19,10.5,11
11,13.5,19.75,7
4,9,18.5,6
5,11.5,7.75,8
26,22,21,8
16,14,22,5
13,17.5,23.75,10
14,20,16,12
25,16.5,23.25,3
15,22.5,17.25,14
19,24.5,23.25,14
22,21,11.5,9
13,21.5,11.75,14
17,19.5,14.75,10
17,22.5,12.25,13
16,23,14.5,14
10,9,10.5,3
15,22.5,12.25,14
21,12.5,18.25,1
6,8,14,4
11,15.5,8.75,9
16,16,11,7
7,9.5,8.75,5
19,21.5,22.75,11
22,26,23,14
20,21,19.5,10
16,12,9,3
9,20.5,25.25,15
14,14,10,6
9,7.5,16.75,2
23,17.5,15.75,5
30,26,24,10
18,25,26.5,15
17,12.5,16.25,3
16,17,14.5,8
30,27,17.5,11
16,20,22,11
19,13.5,9.75,3
9,17.5,23.75,12
9,8.5,18.25,3
15,12.5,8.25,4
16,24,23,15
12,8,5,1
17,19.5,23.75,10
18,20,17,10
9,8.5,10.25,3
20,16,23,5
20,26,24,15
17,14.5,20.25,5
16,16,11,7
11,11.5,6.75,5
17,10.5,9.25,1
22,20,11,8
21,23.5,20.75,12
16,18,18,9
7,11.5,7.75,7
8,16,11,11
17,14.5,16.25,5
8,9,15.5,4
21,26.5,26.25,15
13,17.5,14.75,10
17,23.5,14.75,14
30,24,21,8
13,13.5,21.75,6
16,24,26,15
16,16,20,7
17,10.5,7.25,1
5,8.5,18.25,5
8,20,11,15
25,19.5,17.75,6
13,16.5,19.25,9
7,10.5,8.25,6
7,16.5,11.25,12
19,15.5,15.75,5
15,15.5,12.75,7
21,13.5,12.75,2
21,12.5,8.25,1
13,15.5,12.75,8
15,16.5,10.25,8
20,25,15.5,14
15,19.5,20.75,11
27,15.5,11.75,1
16,16,17,7
12,10,11,3
4,12,20,9
12,19,19.5,12
24,17,17.5,4
9,11.5,10.75,6
19,20.5,15.25,10
23,20.5,23.25,8
21,23.5,13.75,12
14,15,10.5,7
19,23.5,17.75,13
19,14.5,19.25,4
18,13,12.5,3
23,23.5,26.75,11
17,13.5,14.75,4
27,16.5,20.25,2
14,10,19,2
23,19.5,18.75,7
20,21,23.5,10
6,5,7.5,1
19,18.5,24.25,8
24,21,16.5,8
26,20,14,6
17,14.5,17.25,5
24,19,15.5,6
22,25,15.5,13
15,10.5,14.25,2
28,25,25.5,10
10,11,8.5,5
16,23,17.5,14
6,13,20.5,9
17,18.5,11.25,9
14,12,16,4
20,24,21,13
14,17,18.5,9
20,17,9.5,6
18,19,18.5,9
24,22,19,9
3,6.5,4.25,4
7,14.5,11.25,10
4,16,19,13
18,22,21,12
16,23,22.5,14
16,13,13.5,4
22,27,28.5,15
20,20,14,9
12,21,24.5,14
21,14.5,9.25,3
15,21.5,17.75,13
7,13.5,12.75,9
6,18,23,14
21,21.5,23.75,10
25,21.5,13.75,8
24,18,20,5
12,10,12,3
13,22.5,23.25,15
17,21.5,13.75,12
19,12.5,7.25,2
19,23.5,24.75,13
22,21,11.5,9
23,19.5,13.75,7
5,4.5,16.25,1
23,13.5,17.75,1
15,11.5,18.75,3
26,23,12.5,9
25,24.5,25.25,11
13,11.5,19.75,4
18,13,7.5,3
17,10.5,14.25,1
12,9,18.5,2
19,13.5,8.75,3
23,22.5,16.25,10
19,18.5,11.25,8
25,25.5,19.75,12
23,24.5,14.25,12
25,14.5,10.25,1
24,17,16.5,4
18,15,14.5,5
19,22.5,23.25,12
18,25,25.5,15
25,22.5,26.25,9
20,15,15.5,4
14,23,24.5,15
18,15,19.5,5
18,19,14.5,9
26,16,21,2
21,25.5,17.75,14
6,19,14.5,15
14,23,26.5,15
13,12.5,13.25,5
21,20.5,14.25,9
27,25.5,25.75,11
15,20.5,17.25,12
14,12,13,4
16,21,24.5,12
18,15,8.5,5
22,27,22.5,15
8,6,4,1
5,7.5,9.75,4
24,19,21.5,6
27,18.5,12.25,4
16,19,22.5,10
27,15.5,9.75,1
19,14.5,10.25,4
15,11.5,15.75,3
16,14,11,5
7,9.5,17.75,5
11,10.5,18.25,4
20,21,21.5,10
10,11,15.5,5
15,17.5,12.75,9
24,24,25,11
16,13,21.5,4
11,7.5,18.75,1
24,15,13.5,2
11,10.5,11.25,4
10,12,21,6
16,22,12,13
15,17.5,17.75,9
14,22,18,14
27,25.5,16.75,11
23,25.5,22.75,13
17,13.5,7.75,4
23,15.5,14.75,3
15,16.5,18.25,8
20,21,12.5,10
15,15.5,21.75,7
19,15.5,9.75,5
13,12.5,19.25,5
19,12.5,13.25,2
8,17,9.5,12
10,15,15.5,9
16,15,10.5,6
17,24.5,15.25,15
14,11,18.5,3
17,24.5,26.25,15
17,16.5,16.25,7
29,25.5,19.75,10
11,12.5,14.25,6
5,12.5,16.25,9
24,16,17,3
12,14,15,7
28,20,13,5
23,20.5,17.25,8
15,23.5,15.75,15
23,16.5,11.25,4
8,9,8.5,4
20,17,18.5,6
22,21,25.5,9
23,24.5,21.25,12
10,10,19,4
10,14,12,8
23,19.5,10.75,7
15,22.5,17.25,14
5,9.5,19.75,6
21,13.5,14.75,2
12,15,10.5,8
19,23.5,26.75,13
17,15.5,20.75,6
13,16.5,13.25,9
