"X","B","Y"
12,11,9.5
22,25,21.5
18,23,20.5
20,23,13.5
16,17,17.5
17,10.5,17.25
27,17.5,21.75
25,14.5,16.25
20,18,15
21,13.5,13.75
16,10,19
27,20.5,14.25
10,8,13
30,24,25
15,19.5,18.75
15,17.5,19.75
21,19.5,17.75
21,17.5,12.75
14,20,19
18,25,22.5
20,26,22
26,28,26
20,20,20
14,20,13
15,20.5,25.25
11,19.5,10.75
19,13.5,15.75
22,20,20
16,23,13.5
14,19,14.5
12,17,13.5
21,19.5,23.75
20,20,15
19,20.5,24.25
8,20,18
16,14,16
9,10.5,18.25
16,17,10.5
24,14,19
9,9.5,6.75
18,23,23.5
19,20.5,17.25
16,19,19.5
18,17,19.5
21,26.5,17.25
19,24.5,16.25
19,11.5,16.75
15,15.5,15.75
24,28,15
13,22.5,18.25
20,19,20.5
8,17,20.5
17,16.5,12.25
12,22,13
14,17,11.5
28,30,27
19,16.5,11.25
8,15,21.5
18,15,20.5
21,12.5,8.25
18,19,15.5
14,19,10.5
11,13.5,19.75
4,9,18.5
5,11.5,7.75
26,22,21
16,14,22
13,17.5,23.75
14,20,16
25,16.5,23.25
15,22.5,17.25
19,24.5,23.25
22,21,11.5
13,21.5,11.75
17,19.5,14.75
17,22.5,12.25
16,23,14.5
10,9,10.5
15,22.5,12.25
21,12.5,18.25
6,8,14
11,15.5,8.75
16,16,11
7,9.5,8.75
19,21.5,22.75
22,26,23
20,21,19.5
16,12,9
9,20.5,25.25
14,14,10
9,7.5,16.75
23,17.5,15.75
30,26,24
18,25,26.5
17,12.5,16.25
16,17,14.5
30,27,17.5
16,20,22
19,13.5,9.75
9,17.5,23.75
9,8.5,18.25
15,12.5,8.25
16,24,23
12,8,5
17,19.5,23.75
18,20,17
9,8.5,10.25
20,16,23
20,26,24
17,14.5,20.25
16,16,11
11,11.5,6.75
17,10.5,9.25
22,20,11
21,23.5,20.75
16,18,18
7,11.5,7.75
8,16,11
17,14.5,16.25
8,9,15.5
21,26.5,26.25
13,17.5,14.75
17,23.5,14.75
30,24,21
13,13.5,21.75
16,24,26
16,16,20
17,10.5,7.25
5,8.5,18.25
8,20,11
25,19.5,17.75
13,16.5,19.25
7,10.5,8.25
7,16.5,11.25
19,15.5,15.75
15,15.5,12.75
21,13.5,12.75
21,12.5,8.25
13,15.5,12.75
15,16.5,10.25
20,25,15.5
15,19.5,20.75
27,15.5,11.75
16,16,17
12,10,11
4,12,20
12,19,19.5
24,17,17.5
9,11.5,10.75
19,20.5,15.25
23,20.5,23.25
21,23.5,13.75
14,15,10.5
19,23.5,17.75
19,14.5,19.25
18,13,12.5
23,23.5,26.75
17,13.5,14.75
27,16.5,20.25
14,10,19
23,19.5,18.75
20,21,23.5
6,5,7.5
19,18.5,24.25
24,21,16.5
26,20,14
17,14.5,17.25
24,19,15.5
22,25,15.5
15,10.5,14.25
28,25,25.5
10,11,8.5
16,23,17.5
6,13,20.5
17,18.5,11.25
14,12,16
20,24,21
14,17,18.5
20,17,9.5
18,19,18.5
24,22,19
3,6.5,4.25
7,14.5,11.25
4,16,19
18,22,21
16,23,22.5
16,13,13.5
22,27,28.5
20,20,14
12,21,24.5
21,14.5,9.25
15,21.5,17.75
7,13.5,12.75
6,18,23
21,21.5,23.75
25,21.5,13.75
24,18,20
12,10,12
13,22.5,23.25
17,21.5,13.75
19,12.5,7.25
19,23.5,24.75
22,21,11.5
23,19.5,13.75
5,4.5,16.25
23,13.5,17.75
15,11.5,18.75
26,23,12.5
25,24.5,25.25
13,11.5,19.75
18,13,7.5
17,10.5,14.25
12,9,18.5
19,13.5,8.75
23,22.5,16.25
19,18.5,11.25
25,25.5,19.75
23,24.5,14.25
25,14.5,10.25
24,17,16.5
18,15,14.5
19,22.5,23.25
18,25,25.5
25,22.5,26.25
20,15,15.5
14,23,24.5
18,15,19.5
18,19,14.5
26,16,21
21,25.5,17.75
6,19,14.5
14,23,26.5
13,12.5,13.25
21,20.5,14.25
27,25.5,25.75
15,20.5,17.25
14,12,13
16,21,24.5
18,15,8.5
22,27,22.5
8,6,4
5,7.5,9.75
24,19,21.5
27,18.5,12.25
16,19,22.5
27,15.5,9.75
19,14.5,10.25
15,11.5,15.75
16,14,11
7,9.5,17.75
11,10.5,18.25
20,21,21.5
10,11,15.5
15,17.5,12.75
24,24,25
16,13,21.5
11,7.5,18.75
24,15,13.5
11,10.5,11.25
10,12,21
16,22,12
15,17.5,17.75
14,22,18
27,25.5,16.75
23,25.5,22.75
17,13.5,7.75
23,15.5,14.75
15,16.5,18.25
20,21,12.5
15,15.5,21.75
19,15.5,9.75
13,12.5,19.25
19,12.5,13.25
8,17,9.5
10,15,15.5
16,15,10.5
17,24.5,15.25
14,11,18.5
17,24.5,26.25
17,16.5,16.25
29,25.5,19.75
11,12.5,14.25
5,12.5,16.25
24,16,17
12,14,15
28,20,13
23,20.5,17.25
15,23.5,15.75
23,16.5,11.25
8,9,8.5
20,17,18.5
22,21,25.5
23,24.5,21.25
10,10,19
10,14,12
23,19.5,10.75
15,22.5,17.25
5,9.5,19.75
21,13.5,14.75
12,15,10.5
19,23.5,26.75
17,15.5,20.75
13,16.5,13.25
11,14.5,18.25
16,10,14
24,26,16
16,23,19.5
11,8.5,19.25
10,21,16.5
11,8.5,16.25
21,16.5,14.25
3,12.5,7.25
7,18.5,12.25
18,12,10
7,15.5,20.75
12,14,16
8,18,12
23,25.5,25.75
24,22,17
20,21,18.5
11,18.5,22.25
26,22,23
25,17.5,23.75
19,20.5,20.25
23,15.5,10.75
14,11,15.5
17,11.5,17.75
23,25.5,16.75
26,18,12
5,6.5,12.25
12,11,14.5
24,19,17.5
14,23,18.5
28,24,15
14,21,13.5
23,13.5,12.75
20,19,12.5
17,19.5,22.75
24,28,24
14,16,11
12,12,7
25,17.5,21.75
3,6.5,17.25
27,23.5,17.75
16,19,19.5
7,18.5,14.25
20,13,21.5
16,12,10
15,9.5,9.75
14,17,13.5
17,11.5,10.75
19,12.5,11.25
11,15.5,14.75
26,19,12.5
27,15.5,21.75
12,22,21
20,23,12.5
20,18,24
25,15.5,20.75
26,15,20.5
14,22,26
25,17.5,21.75
16,12,13
9,15.5,20.75
8,10,6
18,24,23
12,16,22
5,17.5,15.75
10,15,20.5
15,15.5,17.75
24,27,15.5
22,27,14.5
21,22.5,19.25
14,22,17
26,27,15.5
19,25.5,24.75
3,8.5,7.25
9,10.5,14.25
21,22.5,26.25
16,23,25.5
17,13.5,18.75
4,17,11.5
14,13,9.5
12,18,19
14,9,13.5
9,15.5,17.75
17,21.5,15.75
22,22,20
22,21,24.5
20,24,18
28,18,10
18,21,22.5
13,18.5,18.25
5,18.5,10.25
20,25,14.5
18,23,16.5
11,18.5,16.25
9,11.5,6.75
14,9,16.5
11,18.5,21.25
15,14.5,9.25
15,20.5,15.25
21,17.5,10.75
15,15.5,13.75
19,23.5,21.75
26,20,19
9,19.5,13.75
19,23.5,19.75
17,21.5,21.75
21,23.5,20.75
22,23,16.5
14,20,22
15,21.5,18.75
16,18,17
18,20,14
23,26.5,26.25
25,27.5,19.75
25,24.5,18.25
21,18.5,24.25
15,11.5,9.75
24,21,17.5
19,19.5,12.75
22,16,19
10,17,18.5
15,17.5,22.75
14,18,11
21,12.5,15.25
8,20,18
12,20,17
21,25.5,24.75
16,21,19.5
18,25,20.5
18,21,17.5
8,6,15
6,17,22.5
18,24,17
26,24,22
21,17.5,11.75
14,11,11.5
25,18.5,17.25
16,18,23
14,22,20
12,22,16
16,22,18
23,19.5,19.75
14,11,6.5
11,21.5,23.75
19,18.5,23.25
13,16.5,14.25
22,26,15
20,22,23
15,14.5,13.25
8,7,6.5
12,12,11
6,18,22
14,19,23.5
13,9.5,17.75
26,22,14
24,18,20
19,24.5,14.25
18,17,10.5
7,17.5,15.75
18,12,15
12,22,12
14,16,23
18,13,11.5
18,14,18
15,17.5,23.75
12,20,15
16,23,15.5
15,18.5,20.25
22,24,19
15,21.5,24.75
16,12,15
19,25.5,17.75
18,25,21.5
17,13.5,7.75
17,21.5,12.75
16,19,10.5
12,12,7
21,21.5,14.75
17,13.5,8.75
25,15.5,18.75
13,12.5,10.25
3,6.5,10.25
15,20.5,24.25
18,23,15.5
22,14,18
15,15.5,22.75
19,14.5,15.25
16,11,8.5
11,14.5,11.25
19,15.5,22.75
11,14.5,13.25
6,15,15.5
23,15.5,11.75
12,8,13
9,7.5,15.75
20,17,19.5
23,20.5,13.25
8,15,18.5
21,25.5,16.75
27,18.5,12.25
24,16,9
16,19,23.5
25,19.5,18.75
21,16.5,23.25
22,14,19
22,16,10
15,15.5,10.75
19,23.5,15.75
7,6.5,15.25
16,11,14.5
3,11.5,17.75
18,14,9
9,15.5,10.75
6,11,7.5
23,14.5,16.25
5,9.5,13.75
11,7.5,18.75
21,24.5,19.25
21,21.5,11.75
16,20,15
26,28,28
8,20,16
11,11.5,15.75
18,15,18.5
16,22,18
8,13,15.5
16,11,14.5
15,15.5,12.75
6,9,5.5
13,14.5,14.25
20,20,17
23,24.5,18.25
14,18,24
19,16.5,15.25
10,13,21.5
16,23,12.5
21,19.5,16.75
15,15.5,21.75
8,17,11.5
9,13.5,7.75
9,18.5,17.25
15,20.5,23.25
19,25.5,20.75
22,20,18
8,11,7.5
8,12,9
17,17.5,11.75
19,18.5,20.25
14,22,24
10,21,17.5
9,20.5,11.25
6,9,16.5
18,13,19.5
24,25,25.5
17,16.5,23.25
5,14.5,10.25
15,13.5,13.75
22,21,11.5
10,13,15.5
29,20.5,16.25
15,13.5,11.75
15,22.5,22.25
7,7.5,8.75
14,12,15
22,22,19
23,18.5,22.25
26,27,17.5
13,21.5,11.75
19,22.5,22.25
10,9,17.5
26,25,17.5
6,6,6
10,10,8
13,8.5,9.25
14,14,8
8,20,18
13,19.5,15.75
25,19.5,20.75
18,13,8.5
23,21.5,23.75
9,12.5,14.25
22,24,13
18,15,22.5
14,20,11
12,10,15
12,10,13
24,26,17
10,18,18
26,21,11.5
27,28.5,18.25
6,15,18.5
28,26,21
16,22,24
10,9,19.5
7,5.5,15.75
15,13.5,8.75
24,27,28.5
9,13.5,9.75
22,20,20
8,9,13.5
21,17.5,9.75
15,16.5,22.25
23,25.5,17.75
12,21,22.5
13,13.5,12.75
13,19.5,13.75
17,22.5,14.25
17,18.5,10.25
23,18.5,16.25
18,17,16.5
17,18.5,15.25
25,22.5,15.25
19,18.5,11.25
26,18,15
15,18.5,18.25
14,22,25
19,24.5,17.25
11,9.5,5.75
27,27.5,22.75
13,9.5,15.75
14,17,12.5
15,16.5,17.25
18,15,17.5
10,8,12
19,25.5,13.75
19,20.5,22.25
17,10.5,15.25
22,26,14
19,13.5,13.75
19,24.5,25.25
9,6.5,18.25
27,17.5,14.75
11,17.5,16.75
20,16,23
22,23,25.5
18,25,27.5
19,14.5,21.25
11,12.5,18.25
8,9,8.5
18,17,9.5
16,15,11.5
18,11,9.5
16,14,10
23,16.5,14.25
14,10,7
15,17.5,19.75
18,11,13.5
18,19,23.5
17,24.5,16.25
22,27,15.5
10,12,16
9,7.5,5.75
13,17.5,14.75
21,18.5,13.25
20,17,19.5
6,11,20.5
27,27.5,26.75
17,20.5,21.25
21,23.5,19.75
23,20.5,25.25
8,7,15.5
15,9.5,12.75
14,15,14.5
4,10,6
10,18,16
14,14,20
6,11,6.5
12,22,17
9,17.5,10.75
9,17.5,19.75
8,13,13.5
27,26.5,26.25
20,18,10
8,13,16.5
22,20,21
4,5,15.5
29,30.5,23.25
15,11.5,9.75
14,16,15
12,21,19.5
12,14,18
16,18,17
9,13.5,21.75
13,17.5,12.75
13,11.5,11.75
19,19.5,10.75
15,16.5,11.25
19,15.5,8.75
15,19.5,24.75
10,17,17.5
23,17.5,21.75
10,18,11
20,12,19
13,22.5,25.25
10,8,10
11,11.5,14.75
16,14,13
12,8,11
20,19,15.5
20,21,24.5
14,9,17.5
11,19.5,18.75
18,23,22.5
17,16.5,20.25
16,23,23.5
10,7,14.5
15,11.5,17.75
19,21.5,12.75
25,14.5,19.25
9,6.5,16.25
16,17,23.5
15,12.5,16.25
18,11,12.5
9,8.5,19.25
21,20.5,14.25
17,18.5,21.25
25,28.5,22.25
22,13,20.5
12,9,8.5
15,10.5,20.25
19,15.5,20.75
7,19.5,14.75
12,12,10
17,16.5,20.25
29,24.5,13.25
14,9,17.5
15,10.5,6.25
28,20,13
16,17,17.5
17,18.5,17.25
15,17.5,13.75
18,23,23.5
20,24,20
8,17,12.5
20,13,17.5
6,6,5
14,21,11.5
4,12,14
20,23,15.5
23,15.5,18.75
16,17,13.5
9,14.5,8.25
14,10,6
18,11,15.5
11,15.5,14.75
19,14.5,12.25
7,14.5,14.25
18,11,18.5
14,10,18
6,15,19.5
28,20,18
18,25,16.5
19,25.5,19.75
12,11,12.5
16,16,21
5,13.5,10.75
19,15.5,21.75
10,11,17.5
22,15,16.5
14,20,15
16,22,25
15,10.5,20.25
14,13,21.5
7,15.5,17.75
20,15,17.5
10,15,21.5
16,18,23
22,22,14
21,13.5,17.75
20,13,21.5
25,15.5,8.75
4,17,18.5
22,18,10
8,9,16.5
25,24.5,20.25
10,19,13.5
14,18,12
26,26,15
11,11.5,20.75
16,10,20
23,20.5,18.25
19,22.5,13.25
20,15,8.5
13,19.5,17.75
6,5,17.5
19,19.5,20.75
15,17.5,9.75
12,12,15
13,18.5,10.25
21,14.5,11.25
28,25,13.5
16,17,15.5
17,10.5,14.25
18,21,19.5
19,21.5,13.75
26,24,26
4,15,11.5
6,18,21
20,22,24
17,13.5,10.75
16,15,17.5
7,19.5,21.75
5,5.5,5.75
8,7,9.5
28,29,20.5
20,26,19
27,18.5,23.25
13,16.5,22.25
17,12.5,16.25
16,23,20.5
16,18,20
4,6,15
16,10,16
12,13,20.5
17,12.5,21.25
9,10.5,7.25
18,15,17.5
24,18,23
27,24.5,24.25
18,11,11.5
7,18.5,13.25
12,9,6.5
6,5,4.5
12,18,13
11,8.5,6.25
8,19,23.5
3,3.5,13.75
28,19,18.5
8,9,12.5
14,20,16
16,12,14
15,16.5,13.25
15,19.5,14.75
11,10.5,6.25
9,15.5,22.75
25,22.5,13.25
18,24,18
14,14,11
8,14,22
26,15,11.5
17,21.5,20.75
3,14.5,17.25
11,14.5,18.25
13,22.5,17.25
20,12,11
17,23.5,25.75
14,10,18
12,10,17
16,12,14
15,15.5,21.75
19,11.5,7.75
17,12.5,8.25
14,15,10.5
22,18,11
7,14.5,20.25
23,14.5,10.25
26,24,26
15,15.5,20.75
18,19,15.5
15,14.5,14.25
25,15.5,19.75
10,20,24
11,12.5,12.25
27,25.5,16.75
18,15,8.5
14,11,18.5
14,21,18.5
17,13.5,16.75
14,12,12
18,23,15.5
22,27,20.5
10,7,8.5
13,17.5,15.75
5,9.5,6.75
3,6.5,17.25
8,15,14.5
19,14.5,9.25
20,26,27
29,29.5,17.75
6,13,8.5
18,22,17
21,23.5,14.75
19,13.5,9.75
16,13,10.5
12,18,20
16,12,18
12,8,7
19,19.5,23.75
20,17,21.5
14,12,7
14,21,17.5
20,22,17
14,17,19.5
26,15,12.5
9,16.5,21.25
25,20.5,25.25
12,22,12
16,12,7
4,4,16
24,25,19.5
8,19,16.5
29,24.5,20.25
10,8,5
20,13,18.5
12,22,18
11,12.5,11.25
17,14.5,16.25
17,21.5,17.75
24,21,24.5
17,21.5,15.75
12,12,14
5,12.5,9.25
10,9,16.5
19,24.5,17.25
14,10,7
17,10.5,16.25
8,17,9.5
14,10,9
16,16,14
14,11,19.5
15,20.5,24.25
21,22.5,23.25
16,14,17
23,24.5,21.25
5,6.5,10.25
19,17.5,16.75
18,17,18.5
25,15.5,20.75
15,13.5,8.75
13,13.5,20.75
5,12.5,10.25
15,20.5,15.25
8,6,12
18,22,18
19,18.5,18.25
10,7,9.5
23,21.5,20.75
19,25.5,20.75
19,12.5,20.25
7,13.5,10.75
9,6.5,14.25
7,10.5,11.25
5,7.5,5.75
16,10,6
13,17.5,14.75
25,26.5,16.25
13,18.5,19.25
15,23.5,23.75
17,16.5,20.25
29,16.5,13.25
19,19.5,18.75
21,14.5,16.25
10,16,13
9,20.5,24.25
23,22.5,21.25
18,12,18
19,18.5,13.25
27,26.5,21.25
19,12.5,21.25
17,13.5,8.75
19,19.5,19.75
17,19.5,17.75
7,13.5,18.75
14,17,16.5
10,13,11.5
16,20,16
26,16,21
11,18.5,18.25
23,24.5,22.25
7,5.5,9.75
28,23,12.5
17,14.5,19.25
23,25.5,22.75
20,15,19.5
23,18.5,14.25
27,16.5,22.25
17,23.5,24.75
6,16,11
28,27,28.5
23,27.5,28.75
9,13.5,10.75
14,10,16
7,9.5,18.75
21,17.5,23.75
17,22.5,12.25
20,23,13.5
28,26,19
12,13,17.5
9,6.5,8.25
13,20.5,16.25
20,15,16.5
6,14,11
25,19.5,12.75
15,14.5,13.25
17,22.5,24.25
22,24,25
17,24.5,22.25
22,24,22
16,14,21
28,23,22.5
28,22,24
17,22.5,25.25
23,25.5,14.75
16,18,10
6,5,5.5
9,11.5,16.75
13,8.5,12.25
6,12,8
22,27,21.5
6,6,9
12,22,18
11,12.5,11.25
21,22.5,12.25
25,20.5,20.25
12,13,11.5
16,23,20.5
23,16.5,21.25
8,19,18.5
7,7.5,4.75
11,7.5,12.75
5,15.5,14.75
12,16,20
11,18.5,16.25
24,27,14.5
9,18.5,13.25
24,22,25
26,19,17.5
8,17,12.5
8,8,14
21,15.5,18.75
17,21.5,14.75
12,18,19
7,11.5,10.75
3,6.5,8.25
27,15.5,11.75
13,22.5,16.25
10,11,13.5
26,16,18
6,8,7
7,16.5,19.25
15,22.5,25.25
10,8,15
20,17,11.5
10,15,10.5
12,8,6
19,14.5,14.25
22,23,12.5
20,25,17.5
10,11,17.5
27,25.5,16.75
7,7.5,12.75
24,23,16.5
26,17,12.5
22,22,16
16,18,13
12,17,12.5
12,17,14.5
15,15.5,16.75
19,23.5,20.75
2,4,14
15,11.5,20.75
19,16.5,18.25
11,19.5,10.75
13,22.5,14.25
16,19,14.5
18,15,17.5
7,6.5,12.25
7,5.5,9.75
11,21.5,17.75
8,9,14.5
13,10.5,18.25
11,20.5,21.25
14,21,25.5
23,18.5,20.25
24,28,15
17,12.5,15.25
11,20.5,15.25
5,11.5,8.75
15,12.5,20.25
26,26,21
6,7,9.5
26,15,16.5
14,15,17.5
25,28.5,23.25
16,11,7.5
10,7,15.5
24,17,19.5
19,11.5,13.75
5,10.5,15.25
15,20.5,11.25
20,12,18
8,9,8.5
12,18,10
15,15.5,12.75
12,17,17.5
17,15.5,14.75
15,16.5,11.25
28,16,22
24,17,23.5
25,16.5,21.25
20,26,14
16,17,17.5
17,24.5,22.25
23,15.5,19.75
14,11,17.5
17,13.5,19.75
20,26,15
24,16,21
15,20.5,25.25
25,16.5,10.25
11,8.5,16.25
18,15,21.5
2,17,15.5
11,12.5,7.25
20,12,10
19,17.5,20.75
18,13,20.5
23,19.5,14.75
14,12,20
16,17,19.5
15,20.5,23.25
13,21.5,21.75
27,20.5,15.25
17,14.5,10.25
19,24.5,23.25
10,8,6
18,14,20
17,13.5,10.75
19,16.5,14.25
26,22,14
17,14.5,17.25
15,22.5,26.25
11,12.5,18.25
15,15.5,12.75
12,16,23
21,26.5,17.25
15,16.5,9.25
14,12,16
10,11,18.5
18,15,18.5
20,13,21.5
30,28,21
12,21,24.5
20,19,14.5
13,10.5,17.25
9,8.5,8.25
14,23,25.5
8,12,16
20,23,20.5
14,20,11
12,18,13
13,19.5,13.75
15,14.5,19.25
14,14,12
28,18,19
20,24,21
17,22.5,19.25
7,15.5,12.75
24,26,20
22,24,18
18,14,8
14,12,18
28,17,15.5
14,9,11.5
12,10,14
8,18,17
23,15.5,16.75
13,12.5,16.25
11,20.5,21.25
21,12.5,17.25
16,23,14.5
14,14,15
14,21,17.5
28,28,15
19,20.5,25.25
16,10,17
9,17.5,9.75
12,8,13
20,15,11.5
22,13,8.5
15,15.5,9.75
11,21.5,17.75
19,15.5,14.75
5,13.5,13.75
18,12,14
10,18,11
17,21.5,18.75
17,14.5,16.25
16,23,14.5
8,15,8.5
20,13,16.5
14,17,18.5
15,20.5,23.25
11,12.5,8.25
7,15.5,9.75
28,27,24.5
21,12.5,21.25
28,22,13
23,19.5,15.75
12,21,19.5
20,24,26
15,16.5,17.25
18,21,23.5
18,19,16.5
14,9,16.5
20,25,16.5
14,18,15
21,17.5,17.75
28,26,23
18,24,27
13,14.5,13.25
21,16.5,23.25
14,13,11.5
22,20,15
17,15.5,9.75
23,26.5,26.25
25,21.5,17.75
20,12,17
14,22,16
13,20.5,20.25
9,17.5,17.75
27,20.5,19.25
15,17.5,14.75
10,14,19
15,15.5,21.75
4,15,15.5
16,20,17
22,16,18
11,12.5,9.25
23,21.5,13.75
12,17,11.5
17,17.5,21.75
20,25,16.5
13,16.5,9.25
5,13.5,20.75
8,17,17.5
16,22,19
12,8,10
24,21,17.5
9,7.5,16.75
14,17,18.5
30,29,26.5
8,19,21.5
23,25.5,20.75
11,10.5,19.25
21,24.5,16.25
17,11.5,13.75
11,18.5,18.25
13,22.5,14.25
23,16.5,21.25
13,12.5,18.25
18,11,11.5
10,20,18
18,20,11
21,19.5,17.75
25,28.5,28.25
10,20,11
12,9,11.5
24,20,20
10,9,7.5
16,20,24
21,21.5,20.75
7,15.5,21.75
27,23.5,19.75
5,7.5,7.75
4,5,16.5
12,14,20
22,26,18
18,13,8.5
19,13.5,10.75
28,22,15
8,20,20
23,25.5,17.75
17,15.5,22.75
17,20.5,23.25
8,16,19
19,22.5,20.25
13,15.5,19.75
22,25,17.5
15,20.5,22.25
9,9.5,13.75
11,8.5,13.25
17,16.5,22.25
21,15.5,8.75
12,9,9.5
13,20.5,16.25
16,24,14
16,10,11
16,21,19.5
23,23.5,14.75
20,16,9
18,13,10.5
4,17,19.5
17,13.5,11.75
20,13,19.5
18,23,26.5
14,11,8.5
11,11.5,8.75
13,22.5,18.25
25,16.5,21.25
16,18,24
25,16.5,16.25
13,10.5,13.25
5,12.5,12.25
15,21.5,20.75
21,24.5,19.25
6,11,6.5
14,18,24
17,17.5,18.75
8,16,12
11,9.5,14.75
18,14,17
9,17.5,21.75
12,13,10.5
4,18,11
23,21.5,25.75
8,16,20
15,12.5,21.25
22,18,16
21,14.5,19.25
6,15,9.5
15,17.5,15.75
18,14,19
15,11.5,20.75
15,10.5,20.25
3,14.5,11.25
11,10.5,7.25
11,18.5,16.25
8,17,22.5
15,11.5,11.75
26,19,19.5
8,6,8
18,12,11
24,17,11.5
17,10.5,9.25
23,21.5,20.75
23,14.5,18.25
12,22,20
18,21,21.5
17,24.5,19.25
15,9.5,13.75
17,11.5,6.75
7,17.5,10.75
10,13,16.5
26,17,17.5
10,16,21
6,17,13.5
16,11,12.5
6,13,7.5
11,9.5,14.75
13,8.5,14.25
16,12,11
14,14,18
23,18.5,14.25
17,14.5,13.25
10,14,18
9,7.5,10.75
23,21.5,20.75
15,13.5,11.75
8,7,4.5
25,22.5,22.25
20,22,18
16,19,23.5
12,8,8
20,14,14
22,14,17
16,15,14.5
7,7.5,12.75
26,15,11.5
16,17,15.5
20,23,15.5
22,16,19
15,23.5,13.75
15,14.5,9.25
4,14,12
6,8,11
13,14.5,15.25
17,10.5,11.25
18,23,14.5
15,15.5,16.75
10,16,22
21,21.5,20.75
17,18.5,19.25
16,14,17
25,18.5,13.25
5,9.5,9.75
10,17,20.5
11,17.5,18.75
14,22,15
26,20,15
19,23.5,23.75
28,30,16
18,23,18.5
5,13.5,20.75
13,12.5,8.25
16,19,11.5
10,16,22
8,14,10
19,19.5,20.75
11,17.5,15.75
15,20.5,13.25
16,22,14
16,16,13
21,15.5,12.75
5,12.5,7.25
10,12,14
18,20,25
24,28,29
25,26.5,16.25
23,15.5,16.75
8,19,18.5
2,15,15.5
10,7,5.5
21,13.5,16.75
20,20,14
14,17,22.5
16,19,11.5
19,21.5,25.75
29,21.5,18.75
13,10.5,18.25
2,3,16.5
22,17,22.5
16,14,20
12,20,11
7,11.5,16.75
12,15,9.5
11,7.5,13.75
11,13.5,7.75
13,10.5,6.25
15,11.5,8.75
26,22,13
12,18,16
13,21.5,15.75
16,20,19
11,20.5,23.25
9,6.5,4.25
17,18.5,21.25
22,22,15
27,18.5,14.25
17,12.5,12.25
26,16,22
17,14.5,14.25
23,24.5,17.25
14,14,14
17,17.5,12.75
22,14,15
22,19,23.5
16,17,15.5
12,22,21
17,18.5,11.25
10,9,6.5
29,29.5,17.75
25,21.5,12.75
16,20,16
22,20,16
22,26,18
20,13,16.5
17,11.5,19.75
14,22,26
13,17.5,20.75
25,27.5,15.75
17,21.5,15.75
11,14.5,17.25
16,10,10
18,16,21
9,6.5,17.25
13,11.5,7.75
27,29.5,18.75
26,17,10.5
13,15.5,12.75
22,25,23.5
20,19,18.5
6,11,8.5
20,19,15.5
7,13.5,16.75
15,18.5,15.25
22,16,15
14,17,17.5
24,25,27.5
26,21,18.5
21,15.5,16.75
6,12,7
22,18,19
9,12.5,8.25
25,17.5,21.75
22,17,19.5
20,26,26
6,8,19
8,12,21
10,14,20
15,23.5,19.75
12,9,19.5
7,9.5,12.75
9,11.5,13.75
25,28.5,22.25
3,14.5,8.25
13,18.5,24.25
6,19,13.5
19,19.5,24.75
21,25.5,15.75
13,8.5,16.25
15,9.5,15.75
21,14.5,13.25
14,17,18.5
14,19,24.5
17,17.5,23.75
20,21,22.5
15,10.5,20.25
26,23,26.5
12,15,16.5
10,13,19.5
7,15.5,12.75
10,9,9.5
7,10.5,18.25
14,17,20.5
16,14,17
20,16,19
9,14.5,9.25
21,14.5,21.25
20,24,20
10,19,18.5
20,18,14
9,17.5,18.75
16,11,19.5
23,22.5,12.25
22,17,12.5
20,16,21
27,27.5,25.75
12,19,21.5
19,24.5,13.25
16,18,24
16,18,16
11,19.5,13.75
11,16.5,16.25
11,19.5,22.75
4,9,5.5
28,25,15.5
17,17.5,18.75
10,18,10
5,7.5,12.75
15,18.5,13.25
26,25,20.5
29,23.5,17.75
6,16,16
6,9,6.5
16,18,22
16,12,14
18,17,17.5
15,20.5,12.25
17,10.5,7.25
25,20.5,20.25
14,19,10.5
10,7,6.5
16,20,14
8,13,7.5
22,22,13
14,14,22
11,12.5,14.25
13,12.5,19.25
22,21,19.5
21,19.5,10.75
30,23,25.5
11,10.5,12.25
17,22.5,20.25
11,9.5,10.75
18,19,11.5
15,14.5,22.25
21,14.5,20.25
22,24,17
11,15.5,19.75
12,22,12
17,24.5,14.25
14,17,9.5
14,22,23
17,18.5,12.25
17,10.5,13.25
12,15,18.5
29,26.5,17.25
14,16,14
25,17.5,11.75
16,22,26
13,19.5,16.75
16,15,12.5
21,12.5,15.25
16,24,17
17,24.5,17.25
25,28.5,17.25
4,9,14.5
17,10.5,7.25
21,26.5,28.25
11,20.5,18.25
5,9.5,16.75
17,17.5,18.75
10,20,23
21,25.5,13.75
20,20,20
16,13,21.5
14,10,17
17,13.5,19.75
16,22,26
18,18,19
13,10.5,9.25
19,12.5,19.25
4,16,22
10,18,10
17,22.5,13.25
19,20.5,14.25
13,9.5,12.75
21,25.5,24.75
11,8.5,12.25
14,21,16.5
9,8.5,14.25
27,27.5,22.75
20,22,21
23,22.5,26.25
6,6,11
11,13.5,19.75
26,22,12
22,16,23
11,9.5,15.75
17,22.5,14.25
22,19,21.5
16,16,10
20,12,18
22,23,12.5
19,12.5,9.25
11,12.5,21.25
4,16,14
13,14.5,21.25
15,12.5,7.25
22,19,19.5
18,24,19
13,14.5,11.25
26,20,16
15,21.5,14.75
23,27.5,26.75
16,15,10.5
13,21.5,12.75
24,14,13
18,22,21
11,13.5,12.75
20,20,23
10,20,22
16,23,21.5
17,21.5,17.75
28,25,27.5
14,22,14
15,23.5,14.75
16,12,10
